합체,형태소,품사,분류,카운트,절대빈도,
预言_v,预言,v,BILIBILI2,1,6.66756E-06,预言 
预言家_n,预言家,n,BILIBILI2,1,6.66756E-06,预言家 
预防针_n,预防针,n,BILIBILI2,1,6.66756E-06,预防针 
领_n,领,n,BILIBILI2,5,3.33378E-05,领 领 领 领 领 
领_v,领,v,BILIBILI2,27,0.000180024,领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 领 
领取_v,领取,v,BILIBILI2,1,6.66756E-06,领取 
领土_n,领土,n,BILIBILI2,7,4.66729E-05,领土 领土 领土 领土 领土 领土 领土 
领域_n,领域,n,BILIBILI2,5,3.33378E-05,领域 领域 领域 领域 领域 
领奖_n,领奖,n,BILIBILI2,12,8.00107E-05,领奖 领奖 领奖 领奖 领奖 领奖 领奖 领奖 领奖 领奖 领奖 领奖 
领奖台_n,领奖台,n,BILIBILI2,3,2.00027E-05,领奖台 领奖台 领奖台 
领导_n,领导,n,BILIBILI2,1,6.66756E-06,领导 
领导人_n,领导人,n,BILIBILI2,3,2.00027E-05,领导人 领导人 领导人 
领教_n,领教,n,BILIBILI2,1,6.66756E-06,领教 
领海_n,领海,n,BILIBILI2,1,6.66756E-06,领海 
领空_n,领空,n,BILIBILI2,2,1.33351E-05,领空 领空 
领范_n,领范,n,BILIBILI2,1,6.66756E-06,领范 
领袖_n,领袖,n,BILIBILI2,2,1.33351E-05,领袖 领袖 
频繁_a,频繁,a,BILIBILI2,1,6.66756E-06,频繁 
频道_n,频道,n,BILIBILI2,1,6.66756E-06,频道 
频频_d,频频,d,BILIBILI2,2,1.33351E-05,频频 频频 
颗弹_n,颗弹,n,BILIBILI2,1,6.66756E-06,颗弹 
题_n,题,n,BILIBILI2,2,1.33351E-05,题 题 
题外话_n,题外话,n,BILIBILI2,3,2.00027E-05,题外话 题外话 题外话 
题材_n,题材,n,BILIBILI2,1,6.66756E-06,题材 
题目_n,题目,n,BILIBILI2,1,6.66756E-06,题目 
颜_n,颜,n,BILIBILI2,1,6.66756E-06,颜 
颜_nr,颜,nr,BILIBILI2,1,6.66756E-06,颜 
颜值_n,颜值,n,BILIBILI2,6,4.00053E-05,颜值 颜值 颜值 颜值 颜值 颜值 
颜色_n,颜色,n,BILIBILI2,1,6.66756E-06,颜色 
额_n,额,n,BILIBILI2,6,4.00053E-05,额 额 额 额 额 额 
额定_b,额定,b,BILIBILI2,1,6.66756E-06,额定 
颠倒_v,颠倒,v,BILIBILI2,2,1.33351E-05,颠倒 颠倒 
颠倒是非_i,颠倒是非,i,BILIBILI2,2,1.33351E-05,颠倒是非 颠倒是非 
颠倒黑白_i,颠倒黑白,i,BILIBILI2,5,3.33378E-05,颠倒黑白 颠倒黑白 颠倒黑白 颠倒黑白 颠倒黑白 
颤抖_v,颤抖,v,BILIBILI2,1,6.66756E-06,颤抖 
风_n,风,n,BILIBILI2,2,1.33351E-05,风 风 
风光_n,风光,n,BILIBILI2,1,6.66756E-06,风光 
风凉话_n,风凉话,n,BILIBILI2,1,6.66756E-06,风凉话 
风口浪尖_n,风口浪尖,n,BILIBILI2,1,6.66756E-06,风口浪尖 
风向_n,风向,n,BILIBILI2,1,6.66756E-06,风向 
风吹草动_i,风吹草动,i,BILIBILI2,2,1.33351E-05,风吹草动 风吹草动 
风头_n,风头,n,BILIBILI2,1,6.66756E-06,风头 
风格_n,风格,n,BILIBILI2,4,2.66702E-05,风格 风格 风格 风格 
风气_n,风气,n,BILIBILI2,2,1.33351E-05,风气 风气 
风波_n,风波,n,BILIBILI2,2,1.33351E-05,风波 风波 
风潮_n,风潮,n,BILIBILI2,1,6.66756E-06,风潮 
风范_n,风范,n,BILIBILI2,2,1.33351E-05,风范 风范 
风险_n,风险,n,BILIBILI2,2,1.33351E-05,风险 风险 
风霜雨雪_i,风霜雨雪,i,BILIBILI2,1,6.66756E-06,风霜雨雪 
风风光光_n,风风光光,n,BILIBILI2,1,6.66756E-06,风风光光 
飘_v,飘,v,BILIBILI2,5,3.33378E-05,飘 飘 飘 飘 飘 
飞_n,飞,n,BILIBILI2,3,2.00027E-05,飞 飞 飞 
飞快_v,飞快,v,BILIBILI2,1,6.66756E-06,飞快 
飞机_n,飞机,n,BILIBILI2,42,0.000280037,飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 飞机 
飞盘_n,飞盘,n,BILIBILI2,1,6.66756E-06,飞盘 
飞行员_n,飞行员,n,BILIBILI2,1,6.66756E-06,飞行员 
飞过去_v,飞过去,v,BILIBILI2,1,6.66756E-06,飞过去 
飞进_v,飞进,v,BILIBILI2,15,0.000100013,飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 飞进 
食_n,食,n,BILIBILI2,2,1.33351E-05,食 食 
食_v,食,v,BILIBILI2,1,6.66756E-06,食 
食人花_n,食人花,n,BILIBILI2,1,6.66756E-06,食人花 
食物_n,食物,n,BILIBILI2,1,6.66756E-06,食物 
饥饿_n,饥饿,n,BILIBILI2,1,6.66756E-06,饥饿 
饭_n,饭,n,BILIBILI2,27,0.000180024,饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 饭 
饭后_t,饭后,t,BILIBILI2,2,1.33351E-05,饭后 饭后 
饭圈_n,饭圈,n,BILIBILI2,151,0.001006801,饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 饭圈 
饭桶_n,饭桶,n,BILIBILI2,2,1.33351E-05,饭桶 饭桶 
饭碗_n,饭碗,n,BILIBILI2,1,6.66756E-06,饭碗 
饭能_n,饭能,n,BILIBILI2,1,6.66756E-06,饭能 
饭钱_n,饭钱,n,BILIBILI2,1,6.66756E-06,饭钱 
饮水思源_n,饮水思源,n,BILIBILI2,1,6.66756E-06,饮水思源 
饮马_n,饮马,n,BILIBILI2,1,6.66756E-06,饮马 
饱含_v,饱含,v,BILIBILI2,1,6.66756E-06,饱含 
饱饱_v,饱饱,v,BILIBILI2,15,0.000100013,饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 饱饱 
饶_v,饶,v,BILIBILI2,1,6.66756E-06,饶 
饶恕_nr,饶恕,nr,BILIBILI2,1,6.66756E-06,饶恕 
饼_n,饼,n,BILIBILI2,10,6.66756E-05,饼 饼 饼 饼 饼 饼 饼 饼 饼 饼 
饿_v,饿,v,BILIBILI2,2,1.33351E-05,饿 饿 
饿不死_v,饿不死,v,BILIBILI2,1,6.66756E-06,饿不死 
首_m,首,m,BILIBILI2,1,6.66756E-06,首 
首份_m,首份,m,BILIBILI2,1,6.66756E-06,首份 
首先_d,首先,d,BILIBILI2,25,0.000166689,首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 首先 
首尔_d,首尔,d,BILIBILI2,5,3.33378E-05,首尔 首尔 首尔 首尔 首尔 
首席_n,首席,n,BILIBILI2,5,3.33378E-05,首席 首席 首席 首席 首席 
首歌_n,首歌,n,BILIBILI2,3,2.00027E-05,首歌 首歌 首歌 
首相_d,首相,d,BILIBILI2,1,6.66756E-06,首相 
首脑_n,首脑,n,BILIBILI2,1,6.66756E-06,首脑 
首都_d,首都,d,BILIBILI2,1,6.66756E-06,首都 
首页_m,首页,m,BILIBILI2,6,4.00053E-05,首页 首页 首页 首页 首页 首页 
香_a,香,a,BILIBILI2,8,5.33404E-05,香 香 香 香 香 香 香 香 
香_n,香,n,BILIBILI2,1,6.66756E-06,香 
香_ns,香,ns,BILIBILI2,2,1.33351E-05,香 香 
香港_ns,香港,ns,BILIBILI2,2,1.33351E-05,香港 香港 
香火钱_n,香火钱,n,BILIBILI2,1,6.66756E-06,香火钱 
香肠_n,香肠,n,BILIBILI2,1,6.66756E-06,香肠 
马_n,马,n,BILIBILI2,5,3.33378E-05,马 马 马 马 马 
马丁_nr,马丁,nr,BILIBILI2,1,6.66756E-06,马丁 
马上_d,马上,d,BILIBILI2,3,2.00027E-05,马上 马上 马上 
马上会_nr,马上会,nr,BILIBILI2,2,1.33351E-05,马上会 马上会 
马克思_nr,马克思,nr,BILIBILI2,1,6.66756E-06,马克思 
马克思主义_n,马克思主义,n,BILIBILI2,1,6.66756E-06,马克思主义 
马前卒_nr,马前卒,nr,BILIBILI2,1,6.66756E-06,马前卒 
马厂_n,马厂,n,BILIBILI2,2,1.33351E-05,马厂 马厂 
马后炮_nr,马后炮,nr,BILIBILI2,1,6.66756E-06,马后炮 
马戏团_nt,马戏团,nt,BILIBILI2,1,6.66756E-06,马戏团 
马扎_nr,马扎,nr,BILIBILI2,1,6.66756E-06,马扎 
马桶_n,马桶,n,BILIBILI2,1,6.66756E-06,马桶 
马甲_nr,马甲,nr,BILIBILI2,1,6.66756E-06,马甲 
马赛克_nr,马赛克,nr,BILIBILI2,2,1.33351E-05,马赛克 马赛克 
马路_n,马路,n,BILIBILI2,2,1.33351E-05,马路 马路 
马路上_l,马路上,l,BILIBILI2,2,1.33351E-05,马路上 马路上 
驰向_v,驰向,v,BILIBILI2,2,1.33351E-05,驰向 驰向 
驱_vg,驱,vg,BILIBILI2,1,6.66756E-06,驱 
驱使_v,驱使,v,BILIBILI2,1,6.66756E-06,驱使 
驱赶_v,驱赶,v,BILIBILI2,2,1.33351E-05,驱赶 驱赶 
驳回_v,驳回,v,BILIBILI2,1,6.66756E-06,驳回 
驴唇不对马嘴_i,驴唇不对马嘴,i,BILIBILI2,1,6.66756E-06,驴唇不对马嘴 
驴蛋_n,驴蛋,n,BILIBILI2,1,6.66756E-06,驴蛋 
驻_n,驻,n,BILIBILI2,1,6.66756E-06,驻 
驻_v,驻,v,BILIBILI2,3,2.00027E-05,驻 驻 驻 
驻军_n,驻军,n,BILIBILI2,4,2.66702E-05,驻军 驻军 驻军 驻军 
驻华_v,驻华,v,BILIBILI2,1,6.66756E-06,驻华 
驻华大使_n,驻华大使,n,BILIBILI2,1,6.66756E-06,驻华大使 
骂_v,骂,v,BILIBILI2,197,0.001313508,骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 骂 
骂人_n,骂人,n,BILIBILI2,7,4.66729E-05,骂人 骂人 骂人 骂人 骂人 骂人 骂人 
骂团_n,骂团,n,BILIBILI2,1,6.66756E-06,骂团 
骂娘_n,骂娘,n,BILIBILI2,5,3.33378E-05,骂娘 骂娘 骂娘 骂娘 骂娘 
骂成_v,骂成,v,BILIBILI2,1,6.66756E-06,骂成 
骂战_v,骂战,v,BILIBILI2,1,6.66756E-06,骂战 
骂是爱_l,骂是爱,l,BILIBILI2,1,6.66756E-06,骂是爱 
骂累_v,骂累,v,BILIBILI2,1,6.66756E-06,骂累 
骄傲_a,骄傲,a,BILIBILI2,7,4.66729E-05,骄傲 骄傲 骄傲 骄傲 骄傲 骄傲 骄傲 
骑_v,骑,v,BILIBILI2,5,3.33378E-05,骑 骑 骑 骑 骑 
骑墙派_n,骑墙派,n,BILIBILI2,1,6.66756E-06,骑墙派 
骑车_n,骑车,n,BILIBILI2,2,1.33351E-05,骑车 骑车 
骑马_n,骑马,n,BILIBILI2,1,6.66756E-06,骑马 
骗_v,骗,v,BILIBILI2,1,6.66756E-06,骗 
骗人_n,骗人,n,BILIBILI2,1,6.66756E-06,骗人 
骗钱_n,骗钱,n,BILIBILI2,1,6.66756E-06,骗钱 
骗骗_v,骗骗,v,BILIBILI2,1,6.66756E-06,骗骗 
骚_a,骚,a,BILIBILI2,3,2.00027E-05,骚 骚 骚 
骚_v,骚,v,BILIBILI2,1,6.66756E-06,骚 
骚动_v,骚动,v,BILIBILI2,1,6.66756E-06,骚动 
骨头_n,骨头,n,BILIBILI2,5,3.33378E-05,骨头 骨头 骨头 骨头 骨头 
骨子_n,骨子,n,BILIBILI2,2,1.33351E-05,骨子 骨子 
骨子里_n,骨子里,n,BILIBILI2,3,2.00027E-05,骨子里 骨子里 骨子里 
骨气_n,骨气,n,BILIBILI2,5,3.33378E-05,骨气 骨气 骨气 骨气 骨气 
高_a,高,a,BILIBILI2,34,0.000226697,高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 
高三_nr,高三,nr,BILIBILI2,3,2.00027E-05,高三 高三 高三 
高中_s,高中,s,BILIBILI2,12,8.00107E-05,高中 高中 高中 高中 高中 高中 高中 高中 高中 高中 高中 高中 
高中历史_nr,高中历史,nr,BILIBILI2,1,6.66756E-06,高中历史 
高中同学_nt,高中同学,nt,BILIBILI2,1,6.66756E-06,高中同学 
高丽_nr,高丽,nr,BILIBILI2,3,2.00027E-05,高丽 高丽 高丽 
高于_v,高于,v,BILIBILI2,3,2.00027E-05,高于 高于 高于 
高于一切_i,高于一切,i,BILIBILI2,7,4.66729E-05,高于一切 高于一切 高于一切 高于一切 高于一切 高于一切 高于一切 
高傲_a,高傲,a,BILIBILI2,1,6.66756E-06,高傲 
高光_nr,高光,nr,BILIBILI2,1,6.66756E-06,高光 
高兴_b,高兴,b,BILIBILI2,4,2.66702E-05,高兴 高兴 高兴 高兴 
高台_n,高台,n,BILIBILI2,3,2.00027E-05,高台 高台 高台 
高地_n,高地,n,BILIBILI2,9,6.0008E-05,高地 高地 高地 高地 高地 高地 高地 高地 高地 
高大_a,高大,a,BILIBILI2,1,6.66756E-06,高大 
高尔夫_nr,高尔夫,nr,BILIBILI2,1,6.66756E-06,高尔夫 
高层_n,高层,n,BILIBILI2,3,2.00027E-05,高层 高层 高层 
高度_n,高度,n,BILIBILI2,6,4.00053E-05,高度 高度 高度 高度 高度 高度 
高度评价_n,高度评价,n,BILIBILI2,2,1.33351E-05,高度评价 高度评价 
高强度_n,高强度,n,BILIBILI2,1,6.66756E-06,高强度 
高手_n,高手,n,BILIBILI2,1,6.66756E-06,高手 
高明_nr,高明,nr,BILIBILI2,1,6.66756E-06,高明 
高智商_nr,高智商,nr,BILIBILI2,2,1.33351E-05,高智商 高智商 
高涨_v,高涨,v,BILIBILI2,1,6.66756E-06,高涨 
高潮_nr,高潮,nr,BILIBILI2,1,6.66756E-06,高潮 
高点_n,高点,n,BILIBILI2,1,6.66756E-06,高点 
高端_n,高端,n,BILIBILI2,1,6.66756E-06,高端 
高素质_nr,高素质,nr,BILIBILI2,2,1.33351E-05,高素质 高素质 
高调_n,高调,n,BILIBILI2,2,1.33351E-05,高调 高调 
高贵_a,高贵,a,BILIBILI2,1,6.66756E-06,高贵 
高超_nr,高超,nr,BILIBILI2,1,6.66756E-06,高超 
高高兴兴_ns,高高兴兴,ns,BILIBILI2,1,6.66756E-06,高高兴兴 
鬣_ng,鬣,ng,BILIBILI2,1,6.66756E-06,鬣 
鬼_n,鬼,n,BILIBILI2,10,6.66756E-05,鬼 鬼 鬼 鬼 鬼 鬼 鬼 鬼 鬼 鬼 
鬼事_n,鬼事,n,BILIBILI2,1,6.66756E-06,鬼事 
鬼子_n,鬼子,n,BILIBILI2,4,2.66702E-05,鬼子 鬼子 鬼子 鬼子 
鬼才_n,鬼才,n,BILIBILI2,1,6.66756E-06,鬼才 
魂_n,魂,n,BILIBILI2,1,6.66756E-06,魂 
魅力_n,魅力,n,BILIBILI2,3,2.00027E-05,魅力 魅力 魅力 
魔_ng,魔,ng,BILIBILI2,3,2.00027E-05,魔 魔 魔 
魔力_n,魔力,n,BILIBILI2,2,1.33351E-05,魔力 魔力 
魔爪_n,魔爪,n,BILIBILI2,2,1.33351E-05,魔爪 魔爪 
魔鬼_n,魔鬼,n,BILIBILI2,1,6.66756E-06,魔鬼 
鱼烂虾_nr,鱼烂虾,nr,BILIBILI2,2,1.33351E-05,鱼烂虾 鱼烂虾 
鱼龙混杂_i,鱼龙混杂,i,BILIBILI2,1,6.66756E-06,鱼龙混杂 
鲁豫_nr,鲁豫,nr,BILIBILI2,1,6.66756E-06,鲁豫 
鲅鱼_n,鲅鱼,n,BILIBILI2,1,6.66756E-06,鲅鱼 
鲍勃_nr,鲍勃,nr,BILIBILI2,1,6.66756E-06,鲍勃 
鲍威尔_nr,鲍威尔,nr,BILIBILI2,1,6.66756E-06,鲍威尔 
鲜_n,鲜,n,BILIBILI2,1,6.66756E-06,鲜 
鲜明_a,鲜明,a,BILIBILI2,1,6.66756E-06,鲜明 
鲜肉_n,鲜肉,n,BILIBILI2,9,6.0008E-05,鲜肉 鲜肉 鲜肉 鲜肉 鲜肉 鲜肉 鲜肉 鲜肉 鲜肉 
鲜血_n,鲜血,n,BILIBILI2,11,7.33431E-05,鲜血 鲜血 鲜血 鲜血 鲜血 鲜血 鲜血 鲜血 鲜血 鲜血 鲜血 
鲨_n,鲨,n,BILIBILI2,1,6.66756E-06,鲨 
鲨人_n,鲨人,n,BILIBILI2,1,6.66756E-06,鲨人 
鲲鲲_n,鲲鲲,n,BILIBILI2,1,6.66756E-06,鲲鲲 
鲶俊_n,鲶俊,n,BILIBILI2,1,6.66756E-06,鲶俊 
鸟_n,鸟,n,BILIBILI2,4,2.66702E-05,鸟 鸟 鸟 鸟 
鸟_zg,鸟,zg,BILIBILI2,1,6.66756E-06,鸟 
鸟叔_n,鸟叔,n,BILIBILI2,1,6.66756E-06,鸟叔 
鸡_n,鸡,n,BILIBILI2,3,2.00027E-05,鸡 鸡 鸡 
鸡块_n,鸡块,n,BILIBILI2,1,6.66756E-06,鸡块 
鸡皮疙瘩_l,鸡皮疙瘩,l,BILIBILI2,1,6.66756E-06,鸡皮疙瘩 
鸡蛋_n,鸡蛋,n,BILIBILI2,2,1.33351E-05,鸡蛋 鸡蛋 
鸡蛋粉_n,鸡蛋粉,n,BILIBILI2,15,0.000100013,鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 鸡蛋粉 
鸡血_n,鸡血,n,BILIBILI2,1,6.66756E-06,鸡血 
鸡鸭_n,鸡鸭,n,BILIBILI2,1,6.66756E-06,鸡鸭 
鸦片战争_nz,鸦片战争,nz,BILIBILI2,1,6.66756E-06,鸦片战争 
鸭_ng,鸭,ng,BILIBILI2,1,6.66756E-06,鸭 
鸭_ns,鸭,ns,BILIBILI2,1,6.66756E-06,鸭 
鸭嘴兽_n,鸭嘴兽,n,BILIBILI2,1,6.66756E-06,鸭嘴兽 
鸭子_n,鸭子,n,BILIBILI2,2,1.33351E-05,鸭子 鸭子 
鸭绿江_ns,鸭绿江,ns,BILIBILI2,40,0.000266702,鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 鸭绿江 
鸽鸽_n,鸽鸽,n,BILIBILI2,2,1.33351E-05,鸽鸽 鸽鸽 
鹅_n,鹅,n,BILIBILI2,1,6.66756E-06,鹅 
鹿晗_nr,鹿晗,nr,BILIBILI2,2,1.33351E-05,鹿晗 鹿晗 
麦_ng,麦,ng,BILIBILI2,2,1.33351E-05,麦 麦 
麦_nr,麦,nr,BILIBILI2,1,6.66756E-06,麦 
麦克阿瑟_nrt,麦克阿瑟,nrt,BILIBILI2,3,2.00027E-05,麦克阿瑟 麦克阿瑟 麦克阿瑟 
麻_n,麻,n,BILIBILI2,1,6.66756E-06,麻 
麻_nr,麻,nr,BILIBILI2,1,6.66756E-06,麻 
麻木_nr,麻木,nr,BILIBILI2,1,6.66756E-06,麻木 
麻烦_an,麻烦,an,BILIBILI2,17,0.000113348,麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 麻烦 
麻蛋_n,麻蛋,n,BILIBILI2,1,6.66756E-06,麻蛋 
麻雀_n,麻雀,n,BILIBILI2,15,0.000100013,麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 麻雀 
黄瓜_n,黄瓜,n,BILIBILI2,1,6.66756E-06,黄瓜 
黄种人_n,黄种人,n,BILIBILI2,1,6.66756E-06,黄种人 
黄继光_nr,黄继光,nr,BILIBILI2,12,8.00107E-05,黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 黄继光 
黄绿_nr,黄绿,nr,BILIBILI2,1,6.66756E-06,黄绿 
黄致列_nr,黄致列,nr,BILIBILI2,1,6.66756E-06,黄致列 
黏到_v,黏到,v,BILIBILI2,1,6.66756E-06,黏到 
黑_a,黑,a,BILIBILI2,79,0.000526737,黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 黑 
黑_n,黑,n,BILIBILI2,7,4.66729E-05,黑 黑 黑 黑 黑 黑 黑 
黑人_n,黑人,n,BILIBILI2,3,2.00027E-05,黑人 黑人 黑人 
黑名单_nr,黑名单,nr,BILIBILI2,4,2.66702E-05,黑名单 黑名单 黑名单 黑名单 
黑子_n,黑子,n,BILIBILI2,4,2.66702E-05,黑子 黑子 黑子 黑子 
黑定_a,黑定,a,BILIBILI2,1,6.66756E-06,黑定 
黑心_n,黑心,n,BILIBILI2,1,6.66756E-06,黑心 
黑料_n,黑料,n,BILIBILI2,1,6.66756E-06,黑料 
黑暗_z,黑暗,z,BILIBILI2,3,2.00027E-05,黑暗 黑暗 黑暗 
黑暗面_n,黑暗面,n,BILIBILI2,1,6.66756E-06,黑暗面 
黑洞_ns,黑洞,ns,BILIBILI2,1,6.66756E-06,黑洞 
黑照_n,黑照,n,BILIBILI2,1,6.66756E-06,黑照 
黑瘦_z,黑瘦,z,BILIBILI2,15,0.000100013,黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 黑瘦 
黑白分明_n,黑白分明,n,BILIBILI2,1,6.66756E-06,黑白分明 
黑粉_n,黑粉,n,BILIBILI2,7,4.66729E-05,黑粉 黑粉 黑粉 黑粉 黑粉 黑粉 黑粉 
黑脸_n,黑脸,n,BILIBILI2,1,6.66756E-06,黑脸 
黑袍_n,黑袍,n,BILIBILI2,1,6.66756E-06,黑袍 
黑黑_z,黑黑,z,BILIBILI2,2,1.33351E-05,黑黑 黑黑 
黑黑的_z,黑黑的,z,BILIBILI2,1,6.66756E-06,黑黑的 
默认_v,默认,v,BILIBILI2,1,6.66756E-06,默认 
默许_d,默许,d,BILIBILI2,1,6.66756E-06,默许 
默默_d,默默,d,BILIBILI2,2,1.33351E-05,默默 默默 
默默地_z,默默地,z,BILIBILI2,1,6.66756E-06,默默地 
黯淡_z,黯淡,z,BILIBILI2,1,6.66756E-06,黯淡 
鼓励_v,鼓励,v,BILIBILI2,6,4.00053E-05,鼓励 鼓励 鼓励 鼓励 鼓励 鼓励 
鼓掌_v,鼓掌,v,BILIBILI2,3,2.00027E-05,鼓掌 鼓掌 鼓掌 
鼻_ng,鼻,ng,BILIBILI2,53,0.00035338,鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 鼻 
鼻子_n,鼻子,n,BILIBILI2,3,2.00027E-05,鼻子 鼻子 鼻子 
鼻孔_n,鼻孔,n,BILIBILI2,14,9.33458E-05,鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 鼻孔 
鼻涕_n,鼻涕,n,BILIBILI2,2,1.33351E-05,鼻涕 鼻涕 
鼻防_n,鼻防,n,BILIBILI2,2,1.33351E-05,鼻防 鼻防 
